# (priority) meanTasklength meanRealWCLength meanProcWorkload meanProcRatio minProcRatio
--job 119.875 183.625 183.625 1.0 1.0
--job 542.75 818.25 818.25 1.0 1.0
--job 95.8125 608.8594 608.8594 1.0 1.0
--job 1076.5625 5905.1875 5905.1875 1.0 1.0
--job 159.25 208.5 208.5 1.0 1.0
--job 1237.25 1286.25 1286.25 1.0 1.0
--job 46.5 100.375 100.375 1.0 1.0
--job 206.625 255.875 255.875 1.0 1.0
--job 65.0 118.75 118.75 1.0 1.0
=pc 0 5901.2393 6739.02 6536.8438 0.9079558 0.65256274
--job 12.6171875 130.75 112.39386 0.8596089 0.8596089
--job 136.0 307.0 278.0111 0.90557367 0.90557367
--job 1232.6333 5184.892 5033.078 0.97060454 0.94770813
--job 77.75 274.625 243.70355 0.88740486 0.88740486
--job 66.958336 343.37503 306.68927 0.89316124 0.89316124
--job 113.625 455.125 414.13196 0.90993017 0.90993017
--job 55.5625 139.9375 117.378265 0.83879066 0.83879066
--job 135.5625 504.9375 458.40002 0.9078352 0.9078352
--job 917.52 18548.375 17868.695 0.9633773 0.9617668
--job 21.0 522.25 480.55023 0.9200089 0.9115557
--job 5427.107 15824.875 15547.791 0.98250663 0.97233784
--job 9.981618 61.616936 48.98934 0.7820419 0.7302607
--job 112.875 375.1875 338.4242 0.90201354 0.90201354
--job 1931.75 4874.5 4736.031 0.97159314 0.97159314
--job 117.875 319.125 281.61072 0.8824464 0.8824464
--job 3572.9375 18314.719 17923.94 0.978657 0.97713107
--job 1098.0 1868.375 1775.0646 0.950058 0.950058
--job 2.5 132.625 112.125 0.8454288 0.8454288
--job 212.03125 485.92188 447.65472 0.9212167 0.9160672
--job 82.3125 177.5 153.63664 0.86555856 0.86555856
--job 95.5 278.625 247.70828 0.88903826 0.88903826
--job 30.5 75.46875 59.34803 0.7863921 0.7863921
--job 285.5 936.125 875.60864 0.9353544 0.9353544
--job 108.5 1252.0 1184.2079 0.94585294 0.94585294
--job 62.625 189.25 164.35773 0.8684688 0.8684688
--job 31.1875 175.65625 152.18866 0.8664005 0.8664005
--job 3901.75 8360.75 8172.9336 0.97753596 0.97753596
--job 599.0 1602.5 1524.7168 0.9514613 0.9514613
--job 407.3125 589.1875 547.7768 0.9297156 0.9297156
--job 86.57031 330.79688 295.4658 0.893194 0.893194
--job 53.484375 178.9375 155.24335 0.86758417 0.86758417
--job 173.375 506.0 459.34155 0.90778965 0.90778965
--job 2106.676 13022.919 12681.9795 0.9731163 0.96780443
--job 73.0 196.5 170.14038 0.8658544 0.8658544
--job 311.4375 1687.375 1591.1658 0.9429829 0.9429829
--job 221.375 594.6875 550.87476 0.92632645 0.92632645
--job 117.0 535.0 495.8404 0.9268045 0.9268045
--job 26.960938 210.57812 184.3392 0.8753958 0.8753958
--job 220.875 272.625 243.35512 0.89263684 0.89263684
--job 413.5 5652.25 5496.9556 0.9725252 0.9725252
--job 327.20312 504.51562 464.88428 0.92144674 0.92144674
--job 395.875 1071.375 1008.2223 0.9410545 0.9410545
--job 214.875 627.5625 581.43066 0.9264904 0.9264904
--job 65.875 317.625 282.70337 0.89005387 0.89005387
--job 246.0625 1567.625 1479.3287 0.94367516 0.94367516
--job 72.5 175.25 153.45541 0.8756372 0.8756372
--job 120.8125 473.125 437.02222 0.92369294 0.92369294
--job 218.5 779.625 719.5553 0.9229505 0.9229505
--job 53.95703 342.77344 306.9661 0.8955364 0.8955364
--job 168.0 546.25 496.4422 0.90881866 0.90881866
--job 587.0 1184.0 1121.4636 0.9471821 0.9471821
--job 185.0 514.5 469.12576 0.9118091 0.9118091
--job 123.03125 227.22656 199.6752 0.8785981 0.8618712
--job 40.53125 149.39062 129.41551 0.8662894 0.8662894
--job 106.333336 745.25 672.7388 0.90270215 0.90270215
--job 75.171875 189.74219 167.45258 0.88251805 0.8804838
--job 17.125 200.375 176.67184 0.881706 0.881706
--job 756.4948 20440.879 19123.16 0.93553513 0.93553513
--job 10079.164 13274.16 13033.51 0.9818708 0.9818708
--job 350.0 2570.875 2480.2356 0.96474373 0.96474373
--job 40.0 173.25 148.9863 0.85994977 0.85994977
--job 123.125 259.25 225.99922 0.8717424 0.8717424
--job 1405.5 2717.25 2615.1538 0.96242666 0.96242666
--job 825.0 1159.5 1101.8225 0.9502566 0.9502566
--job 1735.9943 3998.3806 3876.7244 0.96772003 0.95205814
--job 261.1006 719.7344 669.7725 0.93058294 0.93058294
--job 3078.625 6730.25 6572.9043 0.9766211 0.9766211
--job 211.9375 588.85156 540.9876 0.91871643 0.91871643
--job 204.25 551.5 505.49603 0.9165839 0.9165839
--job 242.75 428.09375 392.18787 0.9102237 0.89053625
--job 67.75 215.75 189.12488 0.8765927 0.8765927
--job 20.21875 139.91016 120.81549 0.86352193 0.86352193
--job 309.21875 715.9375 662.03735 0.9247139 0.9247139
--job 82.0 201.0 174.2442 0.86688656 0.86688656
--job 59.101562 345.96875 308.18066 0.89077604 0.89077604
--job 3328.0 6801.75 6632.3633 0.9750966 0.9750966
--job 171.09375 635.4375 577.28 0.9084765 0.9084765
--job 70.3125 379.8125 343.1974 0.9035969 0.9035969
--job 53.0 110.75 92.32915 0.83367175 0.83367175
--job 822.1836 2713.629 2602.7026 0.95912194 0.9579017
--job 250.3125 321.0625 288.42053 0.8983314 0.8983314
