# (priority) meanTasklength meanRealWCLength meanProcWorkload meanProcRatio minProcRatio
--job 8.625 126.125 116.5 0.9236868 0.9236868
--job 9809.75 15164.75 14917.068 0.98366725 0.98366725
--job 108.375 466.125 429.56952 0.9215758 0.9215758
--job 117.875 798.5 748.4445 0.93731314 0.93731314
--job 1805.9062 5402.6562 5313.4814 0.98308957 0.98093987
--job 254.75 5313.0 5197.417 0.97824526 0.97824526
--job 169.875 423.25 402.01407 0.9498265 0.9498265
--job 142.1875 520.3125 449.94452 0.86475825 0.86475825
--job 123.625 367.78125 340.3785 0.9240546 0.85875106
--job 187.5 311.625 291.19452 0.9305455 0.8731121
--job 85.0625 895.875 876.632 0.97852045 0.97852045
--job 212.5 477.25 413.38907 0.8661898 0.8661898
--job 183.51562 483.48438 448.60782 0.92786413 0.92786413
--job 39.5 810.5625 762.0625 0.940165 0.940165
--job 14.875 296.125 278.25 0.939637 0.939637
--job 369.90625 1067.3125 930.0563 0.8714002 0.8714002
--job 283.0 494.5 436.9586 0.8836372 0.8836372
--job 7175.0415 33213.504 32695.998 0.9844188 0.9844188
--job 127.125 245.5 193.19452 0.7869289 0.7851931
--job 9334.9375 9593.344 9450.951 0.98515606 0.98312664
--job 16.75 271.46875 251.71875 0.9271648 0.9247081
--job 175.75 409.4375 383.32657 0.9362273 0.9362273
--job 3006.8872 9017.701 8804.352 0.976093 0.9315374
--job 136.25 249.25 187.81952 0.75353867 0.75353867
--job 108.125 162.125 129.81952 0.8012573 0.7830256
--job 285.0 701.125 638.5836 0.91079855 0.91079855
--job 706.25 1088.625 1060.7507 0.974395 0.974395
--job 88.1875 359.875 344.50702 0.9572963 0.9572963
--job 48.296875 164.8125 115.515625 0.70089114 0.70089114
--job 106.44141 398.56836 379.25742 0.9452606 0.9014901
--job 18.0 99.5 80.5 0.80904526 0.80904526
--job 50.28125 171.5625 146.81952 0.85577863 0.85577863
--job 135.5 630.5 582.9586 0.9245973 0.9245973
--job 100.5 258.625 231.94452 0.8968372 0.8968372
--job 11.0 272.9375 258.9375 0.9487062 0.9487062
--job 50.0625 229.5625 177.5 0.7732099 0.7732099
--job 381.75 806.6875 723.2156 0.8965251 0.8965251
--job 50.875 121.625 70.75 0.58170605 0.58170605
--job 96.25 443.25 418.81952 0.9448833 0.9448833
--job 1241.416 3944.9788 3868.6172 0.98106533 0.9642985
--job 917.5719 19191.781 18532.99 0.96533465 0.961363
--job 15.75 98.5 81.75 0.82994926 0.82994926
--job 3034.6562 11599.375 11373.988 0.98056906 0.98056906
--job 111.875 208.0625 171.00702 0.82190216 0.82190216
--job 1509.625 5488.375 5369.3213 0.978308 0.978308
--job 3307.5 6451.5 6365.241 0.98662966 0.98662966
--job 10.0 88.25 77.25 0.8753541 0.8753541
--job 367.625 1552.0 1429.7789 0.92124933 0.92124933
--job 49.25 127.875 77.625 0.60703814 0.60703814
--job 71.359375 154.09375 81.734375 0.53041977 0.53041977
--job 194.0625 544.75 498.32657 0.9147803 0.9147803
--job 89.625 575.0 555.1945 0.96555567 0.96555567
--job 105.875 269.875 237.81952 0.881221 0.881221
--job 243.125 309.375 300.0418 0.97007585 0.94996756
--job 1535.5695 18760.688 18223.799 0.9720128 0.9685255
--job 209.0 453.0 392.63907 0.8667529 0.8667529
--job 344.25 1163.0 1112.0281 0.95617205 0.95617205
--job 55.0 1218.0 1149.0 0.9433498 0.9433498
--job 213.33333 561.5 504.36835 0.89604855 0.88072836
--job 401.56644 1956.3475 1830.8298 0.9352878 0.8495632
--job 64.28125 159.01562 93.734375 0.58946645 0.58946645
--job 3205.3987 15541.77 15296.55 0.9841995 0.97308326
--job 244.75 712.5 690.2086 0.9687139 0.9687139
--job 89.7975 4656.877 3729.5195 0.8008628 0.8008628
--job 454.75 881.25 800.59766 0.90847963 0.90847963
--job 315.125 695.0 679.1531 0.97719866 0.97719866
--job 58.3125 124.4375 66.125 0.53139126 0.53139126
--job 86.0 202.875 191.69452 0.9448898 0.9448898
--job 1078.125 4709.875 4568.7524 0.97003686 0.97003686
--job 15.2109375 112.71875 96.50781 0.8561824 0.8561824
--job 14.859375 295.03125 277.17188 0.9394662 0.9394662
--job 68.3125 192.4375 123.125 0.63981813 0.63981813
--job 14113.75 21465.625 21134.826 0.9845894 0.9845894
--job 805.5156 1036.2812 986.9609 0.9524064 0.9524064
--job 84.75 297.0625 286.13202 0.9632048 0.9632048
--job 79.921875 3868.2188 3816.1165 0.98653066 0.98653066
--job 92.0 194.625 177.44452 0.9117252 0.9117252
--job 282.15 4469.875 4157.418 0.93009716 0.93009716
--job 45.125 294.25 246.125 0.8364486 0.8364486
--job 1061.125 2427.375 2334.9038 0.9619049 0.9619049
--job 76.6875 515.125 433.4375 0.84142196 0.84142196
--job 315.875 733.625 716.0281 0.9760137 0.9760137
--job 17.882812 209.35547 189.47266 0.90502846 0.90502846
--job 1463.4375 8233.156 8080.0815 0.9813936 0.97968966
--job 278.5 661.75 606.7086 0.9168245 0.9168245
--job 31.375 197.75 164.375 0.8312263 0.8312263
--job 114.375 439.84375 397.28827 0.90324867 0.90324867
--job 34.992188 96.76953 61.777344 0.6383966 0.6383966
--job 389.33334 9827.281 9655.518 0.9825221 0.9787208
--job 504.32812 961.40625 906.9953 0.94340485 0.94340485
--job 75.625 166.0 89.375 0.53840363 0.53840363
--job 24.90625 183.4375 132.625 0.7229983 0.7229983
--job 113.625 383.875 361.47226 0.9366827 0.88524544
--job 4102.1875 9677.531 9538.656 0.98564976 0.9841133
--job 13.6875 114.125 85.75 0.7513691 0.7513691
--job 35.339844 99.1875 63.847656 0.6437067 0.6437067
--job 1114.875 6369.8755 6171.671 0.96888405 0.96888405
--job 76.5 178.25 100.75 0.5652174 0.5652174
--job 94.69531 590.8125 565.9367 0.95789564 0.95789564
--job 72.0 276.625 238.125 0.861227 0.73333335
--job 2416.375 8278.4375 8155.453 0.9851438 0.9830907
--job 108.77976 196.5125 157.5133 0.8041555 0.60891765
--job 117.75 389.125 344.19452 0.8845346 0.8845346
--job 118.96875 313.08594 267.9367 0.8557928 0.8557928
--job 106.75 198.5625 166.63202 0.8391918 0.8391918
--job 88.75 178.0 164.06952 0.92173886 0.92173886
--job 93.5 289.375 269.69452 0.93198967 0.93198967
--job 189.19643 3031.75 2747.8484 0.90635717 0.90635717
--job 101.25 178.75 153.31952 0.8577316 0.8577316
--job 77.3125 550.125 466.31952 0.847661 0.847661
--job 162.875 644.875 627.63904 0.9732724 0.9732724
--job 1358.2233 9558.8125 9293.704 0.97187567 0.96246547
--job 1461.2188 3521.6533 3465.6885 0.9830614 0.9417088
--job 2638.0073 57047.38 55724.266 0.97680676 0.97680676
--job 77.19922 231.69531 153.1164 0.6608524 0.6608524
--job 57.283203 555.3301 492.04688 0.88604397 0.88604397
--job 19.875 469.125 444.25 0.94697577 0.94697577
--job 213.25 409.125 345.51407 0.84451956 0.84451956
--job 233.45312 750.5703 738.5758 0.98401946 0.98401946
--job 33.34375 77.32031 43.976562 0.5687582 0.5687582
--job 56.589844 120.69922 64.109375 0.53114986 0.53114986
--job 908.5 2763.5 2679.3496 0.96954936 0.96954936
--job 11272.682 615279.7 605859.6 0.9846898 0.9846898
--job 25.140625 5227.625 5136.4844 0.9825656 0.9825656
--job 22.25 111.75 88.5 0.7919463 0.7919463
--job 24.625 106.0 80.375 0.7582547 0.7582547
--job 43.22222 145.07812 129.11807 0.8993446 0.69210523
--job 256.0 556.0 524.4586 0.9432709 0.9432709
--job 137.25 327.625 264.19452 0.806393 0.806393
--job 1565.25 4876.25 4785.3906 0.98136693 0.98136693
--job 5.125 79.875 74.75 0.93583727 0.93583727
--job 92.92673 8250.123 5926.7827 0.7183872 0.7183872
--job 34.75 140.875 105.125 0.74622893 0.74622893
--job 3660.3125 17151.094 16846.012 0.9822049 0.97991395
--job 34.04297 167.14844 98.0625 0.5866791 0.5866791
--job 74.390625 147.05469 72.66406 0.4941295 0.4941295
--job 405.375 529.375 502.09763 0.9484725 0.9484725
--job 58.875 344.625 311.1875 0.8887435 0.7901653
--job 918.625 991.125 906.5148 0.91463214 0.91463214
--job 55.25 600.25 538.0 0.8962932 0.8962932
--job 331.09375 672.4375 640.6218 0.9526861 0.9526861
--job 247.375 379.6875 367.2293 0.9670551 0.9445831
--job 40.28125 166.21875 124.9375 0.751645 0.751645
--job 37.875 377.375 335.5 0.8890361 0.8890361
--job 429.58334 3953.875 3768.418 0.95309484 0.95309484
--job 9.5 90.75 80.25 0.88429755 0.88429755
--job 67.875 221.75 152.875 0.68940246 0.68940246
--job 184.125 374.75 340.26407 0.90797615 0.90797615
--job 1429.0 5506.25 5390.002 0.978888 0.978888
--job 187.75 383.5 345.38907 0.9006234 0.9006234
--job 760.5 1090.0 1007.87573 0.9246566 0.9246566
--job 977.71875 27505.75 26207.627 0.9528054 0.9528054
--job 7825.25 18923.5 18615.016 0.98369837 0.98369837
--job 673.25 5326.25 5200.556 0.9764011 0.9764011
--job 3696.3691 14117.237 13871.305 0.9821858 0.9645915
--job 95.75 187.875 166.94452 0.88859355 0.88859355
--job 324.25 660.0 635.0281 0.96216375 0.96216375
--job 662.517 18116.25 16917.934 0.93385404 0.93385404
--job 215.0 2603.125 2449.403 0.9409472 0.9409472
--job 370.5703 427.6172 360.32498 0.84263444 0.84263444
--job 75.375 261.4375 221.25 0.8460441 0.7035441
--job 110.0 285.75 249.56952 0.8733841 0.8733841
--job 84.0 371.75 360.56952 0.96992475 0.96992475
--job 68.3125 174.625 105.3125 0.603078 0.603078
--job 273.375 757.5703 705.65393 0.93146986 0.93146986
--job 158.15625 390.10547 381.08826 0.9762023 0.96451414
--job 32.625 168.125 134.5 0.8 0.8
--job 89.042305 5936.3755 5000.0747 0.84227735 0.84227735
--job 226.25 611.25 532.63904 0.8713931 0.8713931
--job 112.921875 221.28125 183.1789 0.8278103 0.8278103
--job 95.45 586.625 487.47263 0.8309783 0.8309783
--job 1890.464 3888.9893 3796.7776 0.9750364 0.9504377
--job 288.25 603.5 538.7086 0.89264065 0.89264065
--job 1481.25 1592.5 1550.8213 0.97382814 0.97382814
--job 131.90108 238.86421 205.39597 0.84438735 0.5974827
--job 93.629166 8623.12 6715.976 0.7788336 0.7788336
--job 109.8125 271.01562 235.02264 0.8671922 0.8671922
--job 129.875 377.625 320.56952 0.8489097 0.8489097
--job 192.23438 454.95312 411.35782 0.9041763 0.9041763
--job 85.208336 581.5 373.5281 0.6423527 0.6423527
--job 93.21875 449.0703 435.3707 0.9682034 0.9489297
--job 11.75 195.625 181.875 0.929706 0.92903227
--job 121.875 253.6875 206.63202 0.814514 0.814514
--job 298.16797 1074.6875 1003.08826 0.93337667 0.93337667
--job 140.6875 538.875 469.00702 0.8667054 0.7460207
--job 4691.7124 659754.2 647568.44 0.9815299 0.9815299
--job 291.25 332.25 268.4586 0.80800176 0.80800176
--job 73.875 224.0625 185.625 0.8288365 0.6666203
--job 3406.8125 7706.2188 7594.343 0.9854791 0.98378015
--job 83.375 107.3125 99.75703 0.92959374 0.92959374
--job 286.75 453.5 392.2086 0.864848 0.864848
